separation_proxy,age,sex,educ,marst,statefip,metfips,occupation,industry,class_worker,usual_hours,hourly_wage_proxy,annual_wage_proxy,predicted_risk,replacement_cost,expected_attrition_cost,stressed_risk,stressed_expected_cost
0,27,2,111,6,12,29460,2320,7860,28,40.0,,,0.5288225642924396,,,0.6345870771509274,
0,28,1,73,6,12,29460,4130,8690,21,30.0,,,0.7951963447111897,,,0.9542356136534276,
0,41,1,111,1,12,29460,2310,7860,28,40.0,,,0.5227801755001964,,,0.6273362106002357,
0,43,2,111,1,12,29460,2006,8370,21,40.0,,,0.5030334067976294,,,0.6036400881571553,
0,59,2,73,4,12,29460,5000,7970,21,40.0,,,0.6464744727509647,,,0.7757693673011576,
0,25,2,73,6,12,29460,5810,6680,21,40.0,,,0.6453080419297335,,,0.7743696503156802,
0,54,2,91,4,12,29460,5400,8180,21,40.0,,,0.7603962638098695,,,0.9124755165718433,
0,63,1,73,3,12,33100,6710,770,21,35.0,,,0.6818806232544394,,,0.8182567479053273,
0,52,2,111,1,12,33100,3255,6991,21,40.0,,,0.3346934022932935,,,0.40163208275195217,
0,52,1,124,1,12,33100,1340,3960,21,40.0,,,0.5685457313326618,,,0.6822548775991942,
0,25,2,111,3,12,33100,440,9080,21,40.0,,,0.3330623335412541,,,0.3996748002495049,
0,51,1,123,1,12,33100,5840,6992,21,40.0,,,0.6208414795527006,,,0.7450097754632408,
0,47,2,125,1,12,33100,2100,7270,21,50.0,,,0.13430206411173704,,,0.16116247693408445,
0,61,1,73,1,12,33100,4330,8980,14,40.0,,,0.14999314916860035,,,0.1799917790023204,
0,59,2,40,1,12,33100,4330,8980,14,40.0,,,0.2112407200233938,,,0.2534888640280726,
1,70,2,123,1,12,33100,8760,8090,21,24.0,,,0.7656254158222271,,,0.9187504989866725,
0,53,1,81,1,12,33100,440,770,14,,,,0.49376971822900684,,,0.5925236618748082,
0,54,2,73,1,12,33100,4720,4890,21,40.0,,,0.4428083973056123,,,0.5313700767667348,
0,30,1,73,1,12,33100,5740,8564,21,,,,0.5060791374428618,,,0.6072949649314342,
0,25,2,73,1,12,33100,9141,6180,21,40.0,,,0.6020731599812924,,,0.7224877919775509,
0,38,1,91,6,12,33100,4750,4690,21,40.0,,,0.3257338424213542,,,0.39088061090562504,
0,42,1,91,6,12,33100,3255,8191,21,60.0,,,0.20706862599531672,,,0.24848235119438006,
0,66,1,111,4,12,33100,6260,770,13,40.0,,,0.6153893827202864,,,0.7384672592643436,
1,30,2,111,6,12,33100,5240,4560,21,40.0,,,0.45720722777003364,,,0.5486486733240403,
0,32,2,111,6,12,33100,2310,7860,28,50.0,,,0.34409828746675175,,,0.4129179449601021,
0,32,1,91,6,12,33100,7210,8891,21,45.0,,,0.3145585430761474,,,0.3774702516913769,
0,44,1,123,1,12,33100,2310,7860,28,40.0,,,0.39085459662764616,,,0.4690255159531754,
0,40,1,81,6,12,33100,3520,5080,21,40.0,,,0.5052576334400157,,,0.6063091601280188,
0,63,2,111,1,12,33100,800,7280,21,40.0,,,0.5174436104483419,,,0.6209323325380102,
0,61,1,111,1,12,33100,960,6890,21,50.0,,,0.3077008194157859,,,0.3692409832989431,
0,31,1,73,6,12,33100,4760,5080,21,40.0,,,0.5987737364807927,,,0.7185284837769512,
0,52,2,111,4,12,33100,10,770,21,50.0,,,0.2891181222837961,,,0.3469417467405553,
0,36,1,73,6,12,33100,3602,9290,21,25.0,,,0.7992101909664432,,,0.9590522291597318,
0,59,1,111,5,12,33100,5510,6380,21,75.0,,,0.17257387721533898,,,0.20708865265840679,
0,65,2,73,1,12,33100,9130,6170,21,,,,0.7043053804213174,,,0.8451664565055809,
0,44,2,73,4,12,33100,3601,8370,21,35.0,,,0.5435879129370984,,,0.6523054955245181,
0,57,2,123,5,12,33100,120,7870,21,45.0,,,0.4153709622636252,,,0.4984451547163502,
0,39,2,92,6,12,33100,5000,7980,21,42.0,,,0.4099373403410668,,,0.49192480840928016,
1,16,2,40,6,12,33100,4350,9090,21,1.0,,,0.8501987822466952,,,1.0,
0,58,2,111,4,12,33100,1108,9370,28,40.0,,,0.37611617175046236,,,0.4513394061005548,
1,22,1,73,6,12,33100,4220,8570,28,20.0,,,0.6452361278091945,,,0.7742833533710334,
0,40,1,73,1,12,33100,9645,5391,21,40.0,,,0.5094247925668299,,,0.6113097510801959,
0,41,2,73,1,12,33100,5240,5070,21,40.0,,,0.38381909821667853,,,0.4605829178600142,
0,21,1,73,6,12,33100,9645,5391,21,40.0,,,0.5137237391375081,,,0.6164684869650098,
0,48,1,111,4,12,33100,9050,6070,21,40.0,,,0.0534364542097838,,,0.06412374505174057,
0,47,2,111,1,12,34940,3255,8191,21,40.0,,,0.3561631813525392,,,0.42739581762304707,
0,50,1,111,1,12,34940,9310,8590,21,40.0,,,0.28256350247843975,,,0.3390762029741277,
0,74,1,123,5,12,34940,205,170,14,20.0,,,0.801526913765834,,,0.9618322965190007,
1,69,1,73,1,12,35840,440,3380,14,32.0,,,0.6903897715951752,,,0.8284677259142103,
1,63,2,123,1,12,35840,410,7071,14,32.0,,,0.6416899203583473,,,0.7700279044300167,
0,80,1,123,1,12,35840,4621,8590,21,6.0,,,0.8966386691189739,,,1.0,
0,69,2,111,1,12,35840,4760,5170,21,16.0,,,0.8535128671183885,,,1.0,
0,58,1,111,1,12,35840,2910,7490,21,40.0,,,0.5159185062077258,,,0.619102207449271,
0,57,2,111,1,12,35840,110,7380,21,40.0,,,0.5979355273779703,,,0.7175226328535643,
0,55,2,73,1,12,36740,4920,7071,21,40.0,,,0.6402422599604863,,,0.7682907119525836,
0,51,1,73,1,12,36740,140,3960,21,40.0,,,0.44510047901351746,,,0.5341205748162209,
0,32,1,73,6,12,36740,9645,4971,21,35.0,,,0.6141953232306808,,,0.737034387876817,
0,42,1,73,1,12,36740,7100,8870,21,40.0,,,0.34646897652620273,,,0.4157627718314433,
0,42,2,73,1,12,36740,4720,5391,21,40.0,,,0.6091351279225786,,,0.7309621535070944,
1,69,2,111,1,12,36740,800,7280,21,40.0,,,0.5843597934653271,,,0.7012317521583925,
0,73,2,123,1,12,36740,2722,8590,13,20.0,,,0.8862855743382622,,,1.0,
0,53,1,125,1,12,36740,3090,8090,21,32.0,,,0.447502473982816,,,0.5370029687793791,
0,18,1,60,6,12,36740,5240,8680,21,18.0,,,0.7607930743511238,,,0.9129516892213485,
0,67,1,81,1,12,36740,600,770,21,50.0,,,0.6364384596773863,,,0.7637261516128636,
0,60,2,92,1,12,36740,800,770,21,40.0,,,0.6436477200213896,,,0.7723772640256675,
0,63,2,73,1,12,36740,440,3390,14,20.0,,,0.7258737732406089,,,0.8710485278887307,
0,65,1,111,1,12,36740,10,3390,14,20.0,,,0.5151254436925734,,,0.6181505324310881,
0,51,1,123,1,12,36740,4850,4170,21,40.0,,,0.24190175407057188,,,0.29028210488468625,
0,48,2,123,1,12,36740,735,5790,21,40.0,,,0.5181840746793045,,,0.6218208896151654,
0,50,1,124,1,12,36740,3050,8191,21,40.0,,,0.1944694914218029,,,0.23336338970616347,
0,47,2,111,1,12,36740,2310,7860,28,,,,0.44697034251997486,,,0.5363644110239698,
0,36,1,92,6,12,36740,6260,770,21,40.0,,,0.5849779105805851,,,0.7019734926967022,
0,32,2,111,6,12,36740,735,7470,21,40.0,,,0.46265881669704767,,,0.5551905800364572,
0,21,2,81,6,12,36740,3645,7970,21,20.0,,,0.6000212751765336,,,0.7200255302118402,
0,42,1,73,1,12,36740,6240,770,21,40.0,,,0.3317089204178682,,,0.3980507045014418,
0,42,2,73,1,12,36740,4230,7690,13,20.0,,,0.7681449059943316,,,0.9217738871931979,
0,31,2,73,1,12,36740,4220,7690,13,40.0,,,0.5561234561651953,,,0.6673481473982343,
0,59,2,73,1,12,36740,4760,5790,21,40.0,,,0.6624711897469694,,,0.7949654276963632,
0,56,1,111,1,12,36740,1360,770,21,50.0,,,0.22708055746556174,,,0.2724966689586741,
0,22,1,111,6,12,36740,2360,7380,21,5.0,,,0.721582573012442,,,0.8658990876149304,
0,36,2,125,6,12,36740,3050,5070,21,40.0,,,0.36662883127991086,,,0.439954597535893,
0,39,2,73,6,12,36740,5740,7690,21,45.0,,,0.5829989144761498,,,0.6995986973713798,
0,26,1,50,6,12,37340,6355,770,21,40.0,,,0.5701950593517198,,,0.6842340712220637,
0,53,1,111,1,12,37340,10,6690,21,60.0,,,0.13878296273062202,,,0.1665395552767464,
0,62,1,73,4,12,37340,7200,8770,21,40.0,,,0.6364857734177962,,,0.7637829281013554,
0,62,1,81,1,12,37340,9005,770,21,40.0,,,0.6016875954950235,,,0.7220251145940282,
0,68,1,125,1,12,37340,1460,9590,25,40.0,,,0.3363629408508308,,,0.4036355290209969,
0,62,2,123,1,12,37340,3230,8080,21,40.0,,,0.22850214329249993,,,0.2742025719509999,
0,26,2,111,6,12,37340,3870,9470,28,40.0,,,0.3046927889720222,,,0.3656313467664266,
0,26,2,73,6,12,37340,4020,8680,21,40.0,,,0.6950872676906593,,,0.8341047212287912,
0,68,1,73,6,12,37340,6260,770,21,40.0,,,0.8427737214809637,,,1.0,
0,43,2,111,1,12,37460,1006,7380,25,40.0,,,0.24454603765760224,,,0.2934552451891227,
0,46,1,111,1,12,37460,2170,7270,21,40.0,,,0.05027151360067675,,,0.060325816320812096,
0,23,1,73,1,12,37460,7340,9170,21,40.0,,,0.29245973343217324,,,0.3509516801186079,
1,28,2,111,1,12,37460,4340,8590,21,40.0,,,0.46755146020329136,,,0.5610617522439496,
0,38,2,81,6,12,37860,410,7071,21,40.0,,,0.5781341088144438,,,0.6937609305773326,
0,63,1,111,4,12,37860,2310,7860,21,40.0,,,0.47479924737677515,,,0.5697590968521301,
0,29,1,73,1,12,37860,4760,5580,21,30.0,,,0.5369938604061326,,,0.6443926324873591,
1,26,2,73,1,12,37860,4030,8680,21,35.0,,,0.30562353999114295,,,0.3667482479893715,
1,80,1,73,1,12,37860,205,170,13,40.0,,,0.7249989135527727,,,0.8699986962633272,
0,51,2,111,1,12,38940,410,7071,21,40.0,,,0.24121615737811677,,,0.2894593888537401,
0,53,1,73,1,12,38940,7010,7380,21,29.0,,,0.4165528746587946,,,0.4998634495905535,
0,63,1,123,1,12,38940,3930,8562,21,20.0,,,0.5994332933747828,,,0.7193199520497393,
0,61,2,81,6,12,38940,4230,9290,21,25.0,,,0.6534775684030596,,,0.7841730820836715,
0,34,1,73,1,12,38940,4621,8590,13,20.0,,,0.4324066230866432,,,0.5188879477039718,
0,31,2,123,1,12,38940,2310,7860,27,40.0,,,0.1866396634735449,,,0.22396759616825387,
0,46,1,91,1,12,45220,3323,7970,21,40.0,,,0.3917528008443027,,,0.4701033610131632,
0,45,2,73,1,12,45220,5400,7980,21,25.0,,,0.6961740993264954,,,0.8354089191917945,
1,69,2,73,1,12,45300,520,5490,21,35.0,,,0.8568321002754237,,,1.0,
1,56,1,73,1,12,45300,6200,770,14,40.0,,,0.5148137088231324,,,0.6177764505877589,
0,22,2,81,6,12,45300,8225,2370,21,24.0,,,0.39389588684152105,,,0.47267506420982525,
0,61,2,81,1,12,45300,10,6991,21,50.0,,,0.46688562340776313,,,0.5602627480893158,
1,33,2,111,6,12,45300,1220,9570,27,40.0,,,0.5917038009510353,,,0.7100445611412423,
0,69,1,81,5,12,45300,440,770,14,30.0,,,0.7863799669964033,,,0.943655960395684,
0,26,2,111,6,12,45300,710,7390,21,40.0,,,0.45541887640125717,,,0.5465026516815086,
1,68,1,73,1,12,45300,4760,5580,21,20.0,,,0.8672372148211308,,,1.0,
0,54,1,81,1,12,45300,7300,570,21,40.0,,,0.30343947483551664,,,0.36412736980261995,
0,51,2,123,1,12,45300,2360,9480,27,80.0,,,0.1835017558191461,,,0.22020210698297532,
0,49,1,81,1,12,45300,220,770,14,60.0,,,0.24417583543566948,,,0.2930110025228034,
1,19,1,73,6,12,45300,6230,770,21,40.0,,,0.525195079812517,,,0.6302340957750204,
0,44,2,73,1,12,45300,3603,8270,21,40.0,,,0.6504934209920571,,,0.7805921051904685,
0,43,1,91,1,12,45300,7700,2190,21,40.0,,,0.31218059732624465,,,0.37461671679149355,
0,58,1,111,6,12,45300,120,6090,21,40.0,,,0.24688054503027437,,,0.2962566540363292,
0,58,1,111,1,12,45300,2170,7290,21,40.0,,,0.23263797699067787,,,0.27916557238881345,
0,66,1,73,1,12,45300,4210,7770,14,,,,0.704074332205497,,,0.8448891986465964,
1,47,2,91,2,12,45300,4810,8191,21,40.0,,,0.25666185332364577,,,0.3079942239883749,
0,75,2,92,4,12,45300,3603,8290,21,64.0,,,0.4463327077029895,,,0.5355992492435874,
0,22,2,92,6,12,45300,3645,8090,21,40.0,,,0.40047650779377775,,,0.4805718093525333,
0,22,1,92,6,12,45300,4710,4470,21,40.0,,,0.4250873627695266,,,0.5101048353234319,
0,54,1,92,3,12,45300,110,7380,21,,,,0.6092610095315769,,,0.7311132114378923,
0,74,2,73,4,12,45300,4920,7071,21,,,,0.7681103906287557,,,0.9217324687545069,
0,49,2,81,1,13,99998,2360,8090,21,40.0,,,0.5009367963245972,,,0.6011241555895166,
0,54,1,71,1,13,99998,7810,1180,21,50.0,,,0.5068596450830027,,,0.6082315740996033,
0,54,1,73,1,13,99998,4760,4670,21,40.0,,,0.5485890316264689,,,0.6583068379517626,
0,25,2,81,1,13,99998,4220,7860,27,40.0,,,0.3332878395781511,,,0.3999454074937813,
0,23,1,73,1,13,99998,6600,770,21,40.0,,,0.11432484024104772,,,0.13718980828925725,
1,67,2,81,1,13,99998,5720,9470,28,40.0,,,0.7389704353278487,,,0.8867645223934184,
0,46,2,111,4,13,99998,750,6870,21,40.0,,,0.22077024470205697,,,0.26492429364246833,
1,49,1,73,4,13,99998,9630,3875,21,35.0,,,0.5638947627190793,,,0.6766737152628952,
0,45,2,81,6,13,99998,8990,3875,21,35.0,,,0.46811469876206213,,,0.5617376385144746,
0,27,1,73,1,13,99998,8990,170,21,60.0,,,0.1550904356435838,,,0.18610852277230056,
0,31,2,73,1,13,99998,5240,9570,25,40.0,,,0.24778212502035651,,,0.29733855002442783,
0,36,2,73,6,13,99998,4720,4972,21,,,,0.6479346910806325,,,0.7775216292967589,
0,34,2,73,6,13,99998,3802,9470,28,40.0,,,0.5241808448877499,,,0.6290170138652998,
1,17,2,60,6,13,99998,4720,8680,21,35.0,,,0.7259097848751205,,,0.8710917418501446,
0,53,2,111,1,13,99998,2310,7860,21,40.0,,,0.47246503334720225,,,0.5669580400166426,
0,54,1,123,1,13,99998,9240,6080,21,50.0,,,0.17128886066751156,,,0.20554663280101387,
0,35,1,81,1,13,99998,9130,4470,21,40.0,,,0.4306978965734803,,,0.5168374758881763,
0,39,2,73,1,13,99998,4760,4680,21,40.0,,,0.7371252839885647,,,0.8845503407862776,
0,37,1,73,1,13,99998,7210,6170,21,40.0,,,0.4060557387415952,,,0.4872668864899142,
0,61,2,111,1,13,99998,800,9480,27,60.0,,,0.32932938857924965,,,0.39519526629509955,
0,61,1,92,1,13,99998,6130,3770,21,50.0,,,0.37886463652431895,,,0.45463756382918274,
0,39,2,73,1,13,99998,5220,9380,28,40.0,,,0.3692533387673395,,,0.4431040065208074,
0,51,1,73,1,13,99998,9130,7790,21,40.0,,,0.5374270395050161,,,0.6449124474060194,
0,55,1,111,1,13,99998,220,770,21,40.0,,,0.33886804463101927,,,0.4066416535572231,
0,46,2,111,1,13,99998,800,7860,21,40.0,,,0.4335197191366143,,,0.5202236629639372,
0,58,2,123,1,13,99998,440,9570,25,40.0,,,0.3848748592355546,,,0.4618498310826655,
0,60,1,91,1,13,99998,7220,9590,25,40.0,,,0.28573172360439375,,,0.3428780683252725,
0,55,2,123,4,13,99998,3245,8090,13,35.0,,,0.43956711781609065,,,0.5274805413793088,
0,23,1,81,6,13,99998,205,170,21,40.0,,,0.45051448176217157,,,0.5406173781146059,
0,60,1,123,1,13,12020,5000,9590,25,40.0,,,0.3961460478367554,,,0.47537525740410647,
0,51,1,111,1,13,12060,440,6290,21,40.0,,,0.7269282604000811,,,0.8723139124800973,
0,52,2,111,1,13,12060,5000,8170,21,40.0,,,0.4877565170408718,,,0.5853078204490462,
1,20,1,81,6,13,12060,4760,4870,21,20.0,,,0.7404843885774053,,,0.8885812662928864,
0,44,2,73,6,13,12060,7700,3580,21,40.0,,,0.4157880504367417,,,0.49894566052409006,
0,39,1,60,1,13,12060,4251,7770,21,50.0,,,0.5881891319157662,,,0.7058269582989194,
0,45,2,123,1,13,12060,2310,7860,28,40.0,,,0.5677435720568094,,,0.6812922864681712,
0,46,1,124,1,13,12060,2100,7270,21,40.0,,,0.1624713102591536,,,0.1949655723109843,
0,56,1,111,1,13,12060,4700,5275,21,40.0,,,0.6914420234976826,,,0.8297304281972191,
0,59,2,111,1,13,12060,5240,4980,21,40.0,,,0.4417179645149658,,,0.5300615574179589,
0,60,2,123,3,13,12060,120,6890,21,60.0,,,0.37026516233690066,,,0.44431819480428075,
1,66,1,73,1,13,12060,5240,570,21,40.0,,,0.664326205112672,,,0.7971914461352064,
0,42,1,73,3,13,12060,9142,6190,13,40.0,,,0.6433070317610362,,,0.7719684381132434,
0,33,2,111,6,13,12060,3640,7980,21,40.0,,,0.5470165766942149,,,0.6564198920330578,
0,38,2,81,1,13,12060,4521,8990,21,20.0,,,0.6461310877687751,,,0.7753573053225301,
0,37,1,40,1,13,12060,4521,8990,21,40.0,,,0.4750246458485094,,,0.5700295750182113,
1,66,1,123,1,13,12060,2360,7390,21,4.0,,,0.8987854896351657,,,1.0,
0,39,2,111,1,13,12060,51,7470,21,50.0,,,0.41288346196460374,,,0.49546015435752444,
0,78,1,73,6,13,12060,4040,8690,21,40.0,,,0.8828573473485997,,,1.0,
0,62,2,123,5,13,12060,3255,8191,21,40.0,,,0.5676795253854718,,,0.6812154304625662,
0,31,2,111,6,13,12060,4810,6992,28,40.0,,,0.4425771405338968,,,0.5310925686406761,
0,33,1,73,6,13,12060,9130,6170,21,112.0,,,0.10675269188330726,,,0.1281032302599687,
0,71,2,81,4,13,12060,5740,770,21,40.0,,,0.742566456417609,,,0.8910797477011307,
0,48,2,81,1,13,12060,500,8680,21,40.0,,,0.8370328202910796,,,1.0,
0,51,2,111,1,13,12060,440,7270,21,40.0,,,0.4358431966869003,,,0.5230118360242804,
0,57,2,111,4,13,12060,5940,7870,21,38.0,,,0.5943177717521719,,,0.7131813261026063,
0,33,2,123,6,13,12060,650,7970,21,40.0,,,0.6553524798867825,,,0.7864229758641389,
0,60,2,81,5,13,12060,5740,7970,21,36.0,,,0.7104433348415601,,,0.8525320018098721,
1,60,2,111,1,13,12060,3245,9480,25,40.0,,,0.49765275105631235,,,0.5971833012675748,
1,59,1,123,1,13,12060,1430,6290,28,40.0,,,0.8590429857786703,,,1.0,
0,58,2,81,3,13,12060,960,6890,21,40.0,,,0.6730415894671274,,,0.8076499073605529,
0,51,2,73,1,13,12060,5840,8191,21,40.0,,,0.6449676878376162,,,0.7739612254051393,
0,59,1,73,1,13,12060,4200,7690,14,40.0,,,0.44737951533671305,,,0.5368554184040556,
0,30,1,73,1,13,12060,5240,4070,21,40.0,,,0.4513243391296811,,,0.5415892069556173,
0,32,2,111,1,13,12060,2310,7860,28,38.0,,,0.4752441728992235,,,0.5702930074790682,
0,60,1,81,1,13,12060,5120,7280,14,,,,0.5519906526286792,,,0.662388783154415,
0,18,1,60,6,13,12060,4030,8680,21,12.0,,,0.7845540859024649,,,0.9414649030829578,
0,28,2,111,1,13,12060,5740,6991,21,45.0,,,0.3139799044013578,,,0.37677588528162936,
0,30,1,73,1,13,12060,6825,770,21,40.0,,,0.7123847342035589,,,0.8548616810442706,
0,59,1,123,1,13,12060,630,7580,21,40.0,,,0.5199709209525484,,,0.623965105143058,
0,56,2,123,1,13,12060,120,6870,21,40.0,,,0.5865306400715548,,,0.7038367680858657,
0,26,1,111,6,13,12060,1006,6970,21,40.0,,,0.3000742769399901,,,0.3600891323279881,
0,55,1,92,2,13,12060,440,8770,21,65.0,,,0.42806819823954695,,,0.5136818378874564,
0,56,2,81,6,13,12060,3324,8191,21,40.0,,,0.7474506577619043,,,0.8969407893142852,
0,62,2,81,4,13,12060,4600,8470,13,45.0,,,0.7869247117828717,,,0.944309654139446,
0,51,2,20,3,13,12060,4220,7690,21,,,,0.6638228388039018,,,0.7965874065646822,
0,51,2,73,4,13,12060,4110,8680,21,80.0,,,0.3007794248065664,,,0.36093530976787963,
0,35,1,60,6,13,12060,5240,8680,21,16.0,,,0.8860250455237018,,,1.0,
0,52,1,111,1,13,12060,5860,9170,21,40.0,,,0.4919161998493013,,,0.5902994398191616,
0,42,1,124,1,13,12060,4850,3380,21,40.0,,,0.27564913149561376,,,0.3307789577947365,
0,57,2,111,1,13,12060,2205,7870,27,48.0,,,0.2618987948422338,,,0.31427855381068054,
0,38,1,81,6,13,12060,1430,3960,21,54.0,,,0.6044428415962726,,,0.7253314099155271,
0,34,2,81,6,13,12060,1555,3960,21,40.0,,,0.510081746459479,,,0.6120980957513747,
1,85,2,111,1,13,12060,2360,7890,13,1.0,,,0.9618886250436088,,,1.0,
0,55,2,123,6,13,12060,440,9370,27,40.0,,,0.7329674428701326,,,0.8795609314441591,
0,47,2,111,6,13,12260,750,8191,21,50.0,,,0.12228187956419048,,,0.14673825547702857,
0,30,2,91,6,13,17980,2360,8090,21,40.0,,,0.17984528291618615,,,0.21581433949942339,
0,56,2,92,4,13,17980,5110,8191,21,40.0,,,0.06149290141651192,,,0.0737914816998143,
0,32,2,92,6,13,17980,5240,6690,21,40.0,,,0.08455105816289615,,,0.10146126979547539,
1,78,2,81,4,13,23580,3930,7071,21,32.0,,,0.9651213495675857,,,1.0,
0,60,1,123,1,13,23580,6260,770,14,40.0,,,0.8583051851929665,,,1.0,
0,33,2,111,1,13,23580,1108,7390,21,40.0,,,0.6720095705228466,,,0.8064114846274159,
1,34,1,73,1,13,23580,7020,6690,21,30.0,,,0.6169404266590048,,,0.7403285119908057,
1,32,1,111,6,13,31420,540,6992,21,40.0,,,0.11018248552621308,,,0.1322189826314557,
0,45,2,111,1,13,42340,3255,8170,28,20.0,,,0.6269196420348048,,,0.7523035704417657,
0,41,1,73,1,13,42340,9141,6190,14,40.0,,,0.5735880315207567,,,0.688305637824908,
0,33,1,111,1,13,42340,3710,9470,28,36.0,,,0.45392948767251345,,,0.5447153852070161,
0,32,2,81,1,13,42340,3421,5070,21,40.0,,,0.28065921367569263,,,0.3367910564108311,
0,34,1,81,1,13,42340,9130,6170,21,40.0,,,0.6085822103953018,,,0.7302986524743621,
0,25,2,111,1,13,42340,2545,7860,28,40.0,,,0.41099941016816155,,,0.4931992922017938,
0,47,2,123,4,13,42340,845,4265,21,40.0,,,0.684655529953697,,,0.8215866359444365,
0,32,1,125,6,15,99998,3250,8191,21,,,,0.31895055328337035,,,0.3827406639400444,
0,50,1,73,2,15,99998,6260,770,21,40.0,,,0.4862513188613105,,,0.5835015826335725,
0,35,1,73,6,15,99998,6260,770,21,40.0,,,0.5212867857316846,,,0.6255441428780215,
0,28,1,73,6,15,99998,6260,770,21,40.0,,,0.47866080960945817,,,0.5743929715313498,
0,25,1,73,6,15,99998,6260,770,21,40.0,,,0.4604512760747566,,,0.552541531289708,
0,31,2,73,1,15,99998,6260,770,21,40.0,,,0.4206282555381497,,,0.5047539066457796,
0,45,1,73,1,15,99998,6260,770,21,49.0,,,0.37020472958351974,,,0.4442456755002237,
0,33,1,73,6,15,99998,6260,770,21,40.0,,,0.5091124168616037,,,0.6109349002339244,
0,44,2,73,1,15,99998,440,8590,25,40.0,,,0.4996799800872089,,,0.5996159761046507,
0,59,1,81,1,15,99998,9570,770,13,,,,0.25567208811389774,,,0.3068065057366773,
0,41,2,81,6,15,99998,4040,8690,21,30.0,,,0.6706148612153477,,,0.8047378334584173,
0,58,2,124,1,15,99998,230,7860,27,40.0,,,0.18911553381948978,,,0.22693864058338772,
0,54,2,81,6,15,99998,9130,6170,21,40.0,,,0.6452192590130639,,,0.7742631108156767,
0,58,1,71,6,15,99998,9130,770,21,40.0,,,0.6779320309932574,,,0.8135184371919089,
0,35,2,92,6,15,27980,4000,8680,21,45.0,,,0.03028106034854001,,,0.03633727241824801,
0,47,1,111,1,15,27980,2910,7490,13,,,,0.1608616653544593,,,0.19303399842535116,
0,59,2,123,6,15,27980,2145,7270,21,65.0,,,0.04836648889997569,,,0.058039786679970826,
0,73,1,111,4,15,27980,6260,770,14,20.0,,,0.4306968971813247,,,0.5168362766175896,
0,46,1,123,1,15,27980,420,8380,28,40.0,,,0.15677212551852243,,,0.1881265506222269,
0,50,2,111,1,15,27980,2545,7860,21,30.0,,,0.2444921193974009,,,0.2933905432768811,
0,31,2,92,1,15,27980,4950,5690,14,20.0,,,0.2876725632227479,,,0.3452070758672975,
0,31,1,92,1,15,27980,2770,8564,14,40.0,,,0.10958524791962243,,,0.13150229750354692,
0,42,1,111,2,15,46520,705,7290,21,40.0,,,0.39127431736499996,,,0.46952918083799994,
0,69,2,81,1,15,46520,3515,9590,25,20.0,,,0.6466897570557611,,,0.7760277084669134,
1,62,2,81,5,15,46520,3602,8370,13,99.0,,,0.27773141575835847,,,0.3332776989100302,
0,49,1,81,6,15,46520,4030,8680,21,40.0,,,0.43317382496933565,,,0.5198085899632028,
1,35,1,81,6,15,46520,440,8561,13,40.0,,,0.6024479601213145,,,0.7229375521455774,
0,37,2,123,6,15,46520,735,7380,21,40.0,,,0.5479883143376186,,,0.6575859772051423,
0,60,2,123,1,15,46520,4700,5280,21,32.0,,,0.4370495130850601,,,0.5244594157020721,
0,60,2,111,1,15,46520,1360,9160,21,40.0,,,0.19973844840470706,,,0.23968613808564845,
0,51,2,81,6,15,46520,5860,8370,21,40.0,,,0.6752042257671957,,,0.8102450709206349,
0,27,2,123,6,15,46520,60,6470,21,40.0,,,0.2814277401547761,,,0.3377132881857313,
0,32,1,125,6,15,46520,3740,9590,25,,,,0.1778709638402474,,,0.21344515660829685,
0,32,2,111,6,15,46520,3255,8191,21,50.0,,,0.2230746015230524,,,0.26768952182766287,
1,54,2,111,1,15,46520,3602,8370,13,,,,0.6936621371458955,,,0.8323945645750747,
0,57,1,73,1,15,46520,7810,4971,21,40.0,,,0.45828539591528566,,,0.5499424750983428,
0,24,2,111,6,15,46520,3255,8191,21,40.0,,,0.2649070559590899,,,0.3178884671509079,
0,22,2,111,6,15,46520,3645,8191,21,40.0,,,0.26006340422780294,,,0.31207608507336354,
0,45,1,123,1,15,46520,220,770,13,40.0,,,0.34994076921280864,,,0.4199289230553704,
0,43,2,111,6,15,46520,2310,7860,27,35.0,,,0.5575690174904794,,,0.6690828209885752,
0,63,2,81,1,15,46520,4850,8191,21,40.0,,,0.4237448060411551,,,0.5084937672493861,
0,60,1,111,6,15,46520,2905,6570,21,40.0,,,0.7957999861779252,,,0.9549599834135103,
0,57,2,111,1,15,46520,630,9480,25,40.0,,,0.3482322839881237,,,0.41787874078574844,
0,61,2,81,1,15,46520,5120,7280,13,35.0,,,0.6158502746131105,,,0.7390203295357326,
0,44,2,123,1,15,46520,440,9590,25,30.0,,,0.48411493632767477,,,0.5809379235932097,
0,64,1,73,1,15,46520,1910,1370,21,40.0,,,0.23511927134620184,,,0.2821431256154422,
1,33,2,123,1,15,46520,2014,8370,21,35.0,,,0.36924836901473546,,,0.44309804281768256,
1,26,1,73,6,15,46520,3930,7680,21,40.0,,,0.5709968653555595,,,0.6851962384266713,
1,30,1,81,1,15,46520,5120,7280,21,40.0,,,0.298693538767683,,,0.3584322465212196,
0,29,2,81,1,15,46520,3602,8370,21,40.0,,,0.5987653282380835,,,0.7185183938857002,
0,62,2,73,6,15,46520,4760,5391,21,40.0,,,0.7736314351252375,,,0.9283577221502849,
